materiality_event_id,sample_key,stable_sample_key,severity_stratum,nct_id,from_version,to_version,submitted_date,category,evidence_record_id,sample_order_hash,stratum_rank
497,critical-011,"NCT01441947|4|5|arm_intervention_change|critical|[""/protocolSection/armsInterventionsModule/interventions/0/description"",""/protocolSection/armsInterventionsModule/interventions/0/name"",""/protocolSection/descriptionModule/briefSummary"",""/protocolSection/descriptionModule/detailedDescription"",""/protocolSection/eligibilityModule/eligibilityCriteria"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/statusVerifiedDate""]|a397010b43136d499045559e2bde0c1d1703d033c0e94c69534d32ea96040ba6",critical,NCT01441947,4,5,2013-06-10,arm_intervention_change,evt_NCT01441947_v4_v5_b347463adba0,6382df7d73b852efb738f8a0aa1b3e17885959d3fc14374b16e78f6f0b3e5f5d,11
530,critical-012,"NCT02942355|4|5|arm_intervention_change|critical|[""/protocolSection/armsInterventionsModule/armGroups/1/label"",""/protocolSection/armsInterventionsModule/interventions/0/armGroupLabels/1"",""/protocolSection/armsInterventionsModule/interventions/1/armGroupLabels/1"",""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/startDateStruct/date"",""/protocolSection/statusModule/startDateStruct/type"",""/protocolSection/statusModule/statusVerifiedDate""]|f76f56fbd984ca993d72ad70e8a385b5a7c9ab5902b29a3ee0a4d8d08dc25c11",critical,NCT02942355,4,5,2018-05-23,arm_intervention_change,evt_NCT02942355_v4_v5_1624b8a0021f,6b51dc553d65ac842d3455d1f9be6b9eff0ce3f123a0d950b0e70acc94e72c8c,12
538,critical-013,"NCT02942355|26|27|timeline_major_slip|critical|[""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|5effc9843d09a5edc67dfd50a6c7276f8e99d43bbb69794ba62a622fbe424471",critical,NCT02942355,26,27,2026-05-04,timeline_major_slip,evt_NCT02942355_v26_v27_f30d5b213a35,6d3fe3fcfb9795d536e90b5db4f1d15f4d252cdd9cb793a6354855c5eb191c6b,13
495,critical-014,"NCT00337649|81|82|primary_outcome_change|critical|[""/protocolSection/armsInterventionsModule/armGroups/0/label"",""/protocolSection/armsInterventionsModule/armGroups/1"",""/protocolSection/armsInterventionsModule/interventions/0/armGroupLabels/0"",""/protocolSection/armsInterventionsModule/interventions/0/armGroupLabels/1"",""/protocolSection/armsInterventionsModule/interventions/0/description"",""/protocolSection/armsInterventionsModule/interventions/0/otherNames"",""/protocolSection/armsInterventionsModule/interventions/1/armGroupLabels/0"",""/protocolSection/armsInterventionsModule/interventions/1/armGroupLabels/1"",""/protocolSection/armsInterventionsModule/interventions/1/description"",""/protocolSection/armsInterventionsModule/interventions/1/otherNames"",""/protocolSection/designModule/designInfo/interventionModel"",""/protocolSection/designModule/phases/0"",""/protocolSection/identificationModule/briefTitle"",""/protocolSection/identificationModule/officialTitle"",""/protocolSection/outcomesModule/primaryOutcomes/0/measure"",""/protocolSection/outcomesModule/primaryOutcomes/0/timeFrame"",""/protocolSection/outcomesModule/primaryOutcomes/1"",""/protocolSection/outcomesModule/secondaryOutcomes/0/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/0/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/1/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/1/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/2"",""/protocolSection/outcomesModule/secondaryOutcomes/3"",""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/type"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|7f5e9bdaadbc31b6144e069827895e4e4c605fbcf2f7a595f6a3b2e111fb20cb",critical,NCT00337649,81,82,2023-04-27,primary_outcome_change,evt_NCT00337649_v81_v82_792c68180615,73578bc5b5753facae1d2e50a9786e6a6521f7beceb88b2e88035b5db310cd33,14
601,critical-015,"NCT06214793|0|1|design_change|critical|[""/protocolSection/descriptionModule/detailedDescription"",""/protocolSection/designModule/designInfo/interventionModelDescription"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/statusVerifiedDate""]|e9be60f6b3ca8f1dff9caae12e7c24418fb327243483582ae32e134c40abe78b",critical,NCT06214793,0,1,2024-02-21,design_change,evt_NCT06214793_v0_v1_13205bad498b,7479292aef22a4445900be54b78fffae205b0bc9df3cb373aebdd65d32d6c349,15
490,critical-016,"NCT00337649|19|20|primary_outcome_change|critical|[""/protocolSection/armsInterventionsModule/armGroups"",""/protocolSection/armsInterventionsModule/interventions/0/armGroupLabels"",""/protocolSection/armsInterventionsModule/interventions/0/description"",""/protocolSection/armsInterventionsModule/interventions/1"",""/protocolSection/contactsLocationsModule/overallOfficials"",""/protocolSection/descriptionModule/briefSummary"",""/protocolSection/designModule/enrollmentInfo"",""/protocolSection/outcomesModule/primaryOutcomes/0/measure"",""/protocolSection/outcomesModule/primaryOutcomes/0/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/0/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/0/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/1"",""/protocolSection/sponsorCollaboratorsModule/responsibleParty"",""/protocolSection/statusModule/expandedAccessInfo"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/statusVerifiedDate""]|7644096c92df4de863ddccbd15a82235a9b550b039263a5caa8fbaa44cab0285",critical,NCT00337649,19,20,2008-01-18,primary_outcome_change,evt_NCT00337649_v19_v20_c909feb56bd7,809130fd81e6bf3cc7f743d7a9446134de76a022b2890323fbdee67da0b2b96b,16
582,critical-017,"NCT04754399|5|6|primary_outcome_change|critical|[""/annotationSection"",""/documentSection"",""/hasResults"",""/protocolSection/outcomesModule/primaryOutcomes/0/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/0/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/1/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/2/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/3/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/4/measure"",""/protocolSection/statusModule/expandedAccessInfo"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/resultsFirstSubmitDate"",""/protocolSection/statusModule/statusVerifiedDate"",""/resultsSection""]|41eff0230183158840158e25ab7edce1174a66a49d9a82d9146eb84f09dabec1",critical,NCT04754399,5,6,2024-09-26,primary_outcome_change,evt_NCT04754399_v5_v6_b771bc8b911e,8528d967e8fa7ab356184cd3eb2b60b55f19a36deb803e5f0496fbc466228c96,17
588,critical-018,"NCT05180006|1|2|design_change|critical|[""/protocolSection/armsInterventionsModule/armGroups/1/description"",""/protocolSection/armsInterventionsModule/armGroups/2/description"",""/protocolSection/armsInterventionsModule/armGroups/3/description"",""/protocolSection/armsInterventionsModule/armGroups/5/description"",""/protocolSection/armsInterventionsModule/interventions/0/description"",""/protocolSection/armsInterventionsModule/interventions/1/description"",""/protocolSection/contactsLocationsModule/centralContacts/0/email"",""/protocolSection/contactsLocationsModule/centralContacts/0/name"",""/protocolSection/contactsLocationsModule/centralContacts/0/phoneExt"",""/protocolSection/contactsLocationsModule/centralContacts/1"",""/protocolSection/contactsLocationsModule/locations/0/contacts/0/email"",""/protocolSection/contactsLocationsModule/locations/0/contacts/0/name"",""/protocolSection/contactsLocationsModule/locations/0/contacts/0/phoneExt"",""/protocolSection/contactsLocationsModule/overallOfficials/0/name"",""/protocolSection/descriptionModule/briefSummary"",""/protocolSection/descriptionModule/detailedDescription"",""/protocolSection/designModule/designInfo/interventionModelDescription"",""/protocolSection/eligibilityModule/eligibilityCriteria"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/statusVerifiedDate""]|5a76a98c4a19025f9b057f0e8ae8c37fe9872a44b5bb918785f9af90c7d60726",critical,NCT05180006,1,2,2023-03-16,design_change,evt_NCT05180006_v1_v2_476c555bf107,9030815f46f0271515f232dbece04e2ea9f39775fd8d3da77df139d7fbf2d6b7,18
509,critical-019,"NCT01441947|17|18|primary_outcome_change|critical|[""/annotationSection"",""/documentSection"",""/hasResults"",""/protocolSection/armsInterventionsModule/armGroups/0/description"",""/protocolSection/armsInterventionsModule/armGroups/0/interventionNames/1"",""/protocolSection/armsInterventionsModule/armGroups/0/label"",""/protocolSection/armsInterventionsModule/armGroups/1"",""/protocolSection/armsInterventionsModule/interventions/0/armGroupLabels/0"",""/protocolSection/armsInterventionsModule/interventions/0/description"",""/protocolSection/armsInterventionsModule/interventions/1/description"",""/protocolSection/designModule/designInfo/allocation"",""/protocolSection/designModule/designInfo/interventionModel"",""/protocolSection/outcomesModule/primaryOutcomes/0/description"",""/protocolSection/outcomesModule/secondaryOutcomes/0/description"",""/protocolSection/outcomesModule/secondaryOutcomes/0/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/1/description"",""/protocolSection/outcomesModule/secondaryOutcomes/1/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/2/description"",""/protocolSection/outcomesModule/secondaryOutcomes/2/timeFrame"",""/protocolSection/oversightModule/isFdaRegulatedDrug"",""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/completionDateStruct/type"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/resultsFirstPostDateStruct"",""/protocolSection/statusModule/resultsFirstSubmitDate"",""/protocolSection/statusModule/resultsFirstSubmitQcDate"",""/protocolSection/statusModule/startDateStruct/type"",""/protocolSection/statusModule/statusVerifiedDate"",""/resultsSection""]|f3729d533f10f4c0175be418f35a8a52aa9e4dfee4e5a3b9d7a5509bab260537",critical,NCT01441947,17,18,2025-05-22,primary_outcome_change,evt_NCT01441947_v17_v18_3fe7ef2f3e11,978f6f8587580e313e745dd2ede58137b22d3ad874acba37e2adfe6b65909128,19
603,critical-020,"NCT06214793|3|4|status_termination|critical|[""/protocolSection/contactsLocationsModule/centralContacts"",""/protocolSection/contactsLocationsModule/locations/0/contacts"",""/protocolSection/contactsLocationsModule/locations/1/contacts"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/statusVerifiedDate"",""/protocolSection/statusModule/whyStopped""]|b8550a9df23365512e846cf545565a459d2aa70972bc0ebc58229c5149cdb988",critical,NCT06214793,3,4,2024-08-07,status_termination,evt_NCT06214793_v3_v4_7afe1e848f5b,9ca383f9d408b395e52e27d86c9ed05408e7e773ab0302beb71f8e884258a4b0,20
558,critical-021,"NCT03477019|1|2|design_change|critical|[""/protocolSection/armsInterventionsModule/armGroups/0/interventionNames/0"",""/protocolSection/armsInterventionsModule/armGroups/0/interventionNames/1"",""/protocolSection/armsInterventionsModule/armGroups/1/interventionNames"",""/protocolSection/armsInterventionsModule/armGroups/1/type"",""/protocolSection/armsInterventionsModule/armGroups/2/interventionNames/0"",""/protocolSection/armsInterventionsModule/armGroups/2/interventionNames/1"",""/protocolSection/armsInterventionsModule/armGroups/3/interventionNames"",""/protocolSection/armsInterventionsModule/armGroups/3/type"",""/protocolSection/armsInterventionsModule/interventions/0/armGroupLabels/0"",""/protocolSection/armsInterventionsModule/interventions/0/armGroupLabels/2"",""/protocolSection/armsInterventionsModule/interventions/0/description"",""/protocolSection/armsInterventionsModule/interventions/0/name"",""/protocolSection/armsInterventionsModule/interventions/0/otherNames"",""/protocolSection/armsInterventionsModule/interventions/0/type"",""/protocolSection/armsInterventionsModule/interventions/1"",""/protocolSection/conditionsModule/keywords/0"",""/protocolSection/conditionsModule/keywords/1"",""/protocolSection/conditionsModule/keywords/3"",""/protocolSection/conditionsModule/keywords/5"",""/protocolSection/designModule/enrollmentInfo/count"",""/protocolSection/designModule/phases/0"",""/protocolSection/designModule/phases/1"",""/protocolSection/eligibilityModule/eligibilityCriteria"",""/protocolSection/eligibilityModule/maximumAge"",""/protocolSection/identificationModule/secondaryIdInfos"",""/protocolSection/outcomesModule/secondaryOutcomes"",""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/startDateStruct/date""]|2282199f1c0cb7f14a02af8134aa626345240f5f8c70595cee377b88b5e9c739",critical,NCT03477019,1,2,2018-09-07,design_change,evt_NCT03477019_v1_v2_5943f51f7aeb,b41b28a0d11c3a4f67852c8e1cf89c71c742a57a0f8979dcb1e484ddd8e78930,21
