materiality_event_id,sample_key,stable_sample_key,severity_stratum,nct_id,from_version,to_version,submitted_date,category,evidence_record_id,sample_order_hash,stratum_rank
542,high-019,"NCT03197935|23|24|secondary_outcome_change|high|[""/protocolSection/contactsLocationsModule/locations/12/status"",""/protocolSection/contactsLocationsModule/locations/16/zip"",""/protocolSection/contactsLocationsModule/locations/29/status"",""/protocolSection/contactsLocationsModule/locations/36/status"",""/protocolSection/contactsLocationsModule/locations/57/city"",""/protocolSection/contactsLocationsModule/locations/57/country"",""/protocolSection/contactsLocationsModule/locations/57/facility"",""/protocolSection/contactsLocationsModule/locations/57/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/57/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/57/state"",""/protocolSection/contactsLocationsModule/locations/57/status"",""/protocolSection/contactsLocationsModule/locations/57/zip"",""/protocolSection/contactsLocationsModule/locations/58/city"",""/protocolSection/contactsLocationsModule/locations/58/country"",""/protocolSection/contactsLocationsModule/locations/58/facility"",""/protocolSection/contactsLocationsModule/locations/58/geoPoint"",""/protocolSection/contactsLocationsModule/locations/58/state"",""/protocolSection/contactsLocationsModule/locations/58/status"",""/protocolSection/contactsLocationsModule/locations/58/zip"",""/protocolSection/contactsLocationsModule/locations/59"",""/protocolSection/contactsLocationsModule/locations/60"",""/protocolSection/contactsLocationsModule/locations/61"",""/protocolSection/contactsLocationsModule/locations/64/status"",""/protocolSection/contactsLocationsModule/locations/68/status"",""/protocolSection/contactsLocationsModule/locations/78/status"",""/protocolSection/contactsLocationsModule/locations/81/status"",""/protocolSection/contactsLocationsModule/locations/85/status"",""/protocolSection/contactsLocationsModule/locations/87/status"",""/protocolSection/eligibilityModule/eligibilityCriteria"",""/protocolSection/outcomesModule/secondaryOutcomes/0/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/0/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/1/measure"",""/protocolSection/outcomesModule/secondaryOutcomes/1/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/2/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/3/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/4/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/5/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/7/timeFrame"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/statusVerifiedDate""]|946468034d57ce50100c244e2f78db846c5958fa0dcdbd736d45189d6a3a47b1",high,NCT03197935,23,24,2019-07-16,secondary_outcome_change,evt_NCT03197935_v23_v24_586e5ff96225,6da85c4895e2afda512db3bc4872f5e424330c2d72fc9f2945023120593905ae,19
569,high-020,"NCT04280536|2|3|timeline_major_slip|high|[""/protocolSection/contactsLocationsModule/centralContacts"",""/protocolSection/contactsLocationsModule/locations/0/contacts"",""/protocolSection/contactsLocationsModule/locations/0/status"",""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|132a90c1ce75b97aaaefa6d8ed32949a41d6ce532d18b1166c203d1d2e3a5a03",high,NCT04280536,2,3,2025-09-21,timeline_major_slip,evt_NCT04280536_v2_v3_f1c02886eda8,75d29e9352f7ae9d44bdd95c0e75ffa69e441a48b406e47efdf362b480a97561,20
584,high-021,"NCT05042791|0|1|timeline_significant_shift|high|[""/protocolSection/contactsLocationsModule/centralContacts/0/name"",""/protocolSection/contactsLocationsModule/centralContacts/0/phone"",""/protocolSection/contactsLocationsModule/locations"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/startDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|0af734bb4266dc8383bdb05466162b239198dc68012f3ec5c9cdd5e6b4e0a4d4",high,NCT05042791,0,1,2022-02-12,timeline_significant_shift,evt_NCT05042791_v0_v1_9fd3ee3e61d7,77b174ba3fa2f634b6f8f030d4896ce190f3aab1c6ce6c95c1f1ef11b46e9b24,21
605,high-022,"NCT06214793|5|6|timeline_significant_shift|high|[""/protocolSection/oversightModule/isUsExport"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/startDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|e44c6dbefda03175b0a78362d3dbf35d8274af1f6a768783443e010db32b323f",high,NCT06214793,5,6,2025-04-30,timeline_significant_shift,evt_NCT06214793_v5_v6_a5ac854d2cd4,79a096943fcc4e420a1e3e9112177bce5d7909fefa67ff5aec90f960cea98518,22
522,high-023,"NCT02755272|12|13|timeline_significant_shift|high|[""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|88f1fd8fd6d1ebccecbb2f088e98af88aa7b0276070d24252d9b837c49cc25f4",high,NCT02755272,12,13,2021-11-16,timeline_significant_shift,evt_NCT02755272_v12_v13_1729e27e00c4,8797fa21780b9143ba4f1834e594edd550caa92f39e2b5ea730a0d395914fee8,23
511,high-024,"NCT02546232|2|3|timeline_significant_shift|high|[""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|5276858229f8ed99b094e6518d64b514f86ef653f3b156e9e506efc026e12b64",high,NCT02546232,2,3,2019-02-25,timeline_significant_shift,evt_NCT02546232_v2_v3_83a12fdcb71c,8f948c80d4a4f62ce200cfda2bcd11eadc038a167bda16e79bb04cdebbc39296,24
546,high-025,"NCT03197935|32|33|timeline_significant_shift|high|[""/protocolSection/contactsLocationsModule/locations/18/facility"",""/protocolSection/contactsLocationsModule/locations/21/facility"",""/protocolSection/contactsLocationsModule/locations/26/zip"",""/protocolSection/contactsLocationsModule/locations/55/facility"",""/protocolSection/contactsLocationsModule/locations/60/facility"",""/protocolSection/contactsLocationsModule/locations/67/city"",""/protocolSection/contactsLocationsModule/locations/67/facility"",""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/primaryCompletionDateStruct/type"",""/protocolSection/statusModule/statusVerifiedDate""]|a1a2d43ce8517c29414a7a62b254798181c6e2507486662bd8b2d92c2adf1b67",high,NCT03197935,32,33,2020-04-29,timeline_significant_shift,evt_NCT03197935_v32_v33_1a5e75bd6873,97c775b6c7d22b998bbcb3161939777bf8e03e839897c3af8a717fb3077bb981,25
595,high-026,"NCT05328258|0|1|secondary_outcome_change|high|[""/protocolSection/identificationModule/briefTitle"",""/protocolSection/outcomesModule/secondaryOutcomes/5/timeFrame"",""/protocolSection/outcomesModule/secondaryOutcomes/6/timeFrame"",""/protocolSection/sponsorCollaboratorsModule/responsibleParty/investigatorTitle"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/startDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|a734e5db477156ab428ee162059de3aa143b6c7d9181c255eec070853decfb8b",high,NCT05328258,0,1,2022-10-26,secondary_outcome_change,evt_NCT05328258_v0_v1_8e9702ed3e75,a36e5f1e29eab1602a7dc631c4c64d1ee26e9c1f0f854c4d899daf2253809451,26
580,high-027,"NCT04754399|3|4|enrollment_change|high|[""/protocolSection/contactsLocationsModule/locations/0/contacts"",""/protocolSection/contactsLocationsModule/locations/0/status"",""/protocolSection/designModule/enrollmentInfo/count"",""/protocolSection/designModule/enrollmentInfo/type"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/statusVerifiedDate""]|ef4f8a4c5984d924509768dab6f6dd36d8057adddfac6f3e3ce2b04031462862",high,NCT04754399,3,4,2023-07-17,enrollment_change,evt_NCT04754399_v3_v4_dbd651d1a8e7,a3a22ff3752edad3c4b4cc87b572f3166499f1214c396aa8b90370e7248952d9,27
504,high-028,"NCT01441947|12|13|timeline_significant_shift|high|[""/protocolSection/sponsorCollaboratorsModule/responsibleParty/investigatorFullName"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|52cd44f3b268dd9ec2ef1c621c9a61c68a5bf9b15469b3fb17f75353e7b1db97",high,NCT01441947,12,13,2018-12-22,timeline_significant_shift,evt_NCT01441947_v12_v13_b9c551fcd1cd,a4a1a2bd94fa201640d9362ba7b842fdcf396ce1615c42b75dc335ff6ff56c94,28
566,high-029,"NCT03820063|7|8|timeline_significant_shift|high|[""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|a9afbca5c810ff5a867457adbfc44fb4f9abaab7b28b774a4c8f179c98b09238",high,NCT03820063,7,8,2022-07-19,timeline_significant_shift,evt_NCT03820063_v7_v8_2a48ab02334d,a7d77791d09d234342070a2b3357ab94a6955885969f077128db58e429199a63,29
561,high-030,"NCT03477019|6|7|timeline_significant_shift|high|[""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|3807f941393cb55d9d42677a748346d58991673b6b26fee7cdaf5905b9519db9",high,NCT03477019,6,7,2022-01-04,timeline_significant_shift,evt_NCT03477019_v6_v7_cb7711d8393a,b000e2ede9118601083f134e0ba4cd3d0608f8d68cfdd4e291117c72b1a1c4b1,30
610,medium-001,"NCT07294508|1|2|timeline_shift|medium|[""/protocolSection/contactsLocationsModule/locations"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/startDateStruct/date"",""/protocolSection/statusModule/startDateStruct/type"",""/protocolSection/statusModule/statusVerifiedDate""]|bcfa313f29a3006bc9fa97f0c549a3b56ca9f07a3700fa9b0530ab66660a0c55",medium,NCT07294508,1,2,2026-03-17,timeline_shift,,04931d401b476b33d9044ddf57e2de3221e0d302239921525a40cb37de1d6ffb,1
494,medium-002,"NCT00337649|35|36|timeline_shift|medium|[""/protocolSection/sponsorCollaboratorsModule/responsibleParty/oldNameTitle"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/primaryCompletionDateStruct"",""/protocolSection/statusModule/startDateStruct"",""/protocolSection/statusModule/statusVerifiedDate""]|b7425540f4725c13fd2a9cfb2cd90fee391d5fc4768e46535a57a78e8ef0714f",medium,NCT00337649,35,36,2011-07-07,timeline_shift,,37cc81a8fee43e26205d42fb98dc57066880021fece87bbfdf13f645975f46b5,2
515,medium-003,"NCT02755272|0|1|timeline_shift|medium|[""/protocolSection/contactsLocationsModule/locations/0/status"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/startDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|c9ef0810bc0a25c102360942291b6bb628a7e696da9fbc7b0c8e737da3406bd5",medium,NCT02755272,0,1,2016-08-02,timeline_shift,,3cc46c0f8ab0a819aabbd60fea23a86560e95a3bbb2fc33c634efaa63fa424eb,3
565,medium-004,"NCT03820063|6|7|timeline_shift|medium|[""/protocolSection/contactsLocationsModule/centralContacts"",""/protocolSection/contactsLocationsModule/locations/0/contacts"",""/protocolSection/contactsLocationsModule/locations/0/status"",""/protocolSection/contactsLocationsModule/locations/1/contacts"",""/protocolSection/contactsLocationsModule/locations/1/status"",""/protocolSection/contactsLocationsModule/locations/10/city"",""/protocolSection/contactsLocationsModule/locations/10/contacts"",""/protocolSection/contactsLocationsModule/locations/10/facility"",""/protocolSection/contactsLocationsModule/locations/10/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/10/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/10/status"",""/protocolSection/contactsLocationsModule/locations/11/city"",""/protocolSection/contactsLocationsModule/locations/11/contacts"",""/protocolSection/contactsLocationsModule/locations/11/facility"",""/protocolSection/contactsLocationsModule/locations/11/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/11/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/11/status"",""/protocolSection/contactsLocationsModule/locations/12/city"",""/protocolSection/contactsLocationsModule/locations/12/contacts"",""/protocolSection/contactsLocationsModule/locations/12/facility"",""/protocolSection/contactsLocationsModule/locations/12/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/12/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/12/status"",""/protocolSection/contactsLocationsModule/locations/13/city"",""/protocolSection/contactsLocationsModule/locations/13/contacts"",""/protocolSection/contactsLocationsModule/locations/13/facility"",""/protocolSection/contactsLocationsModule/locations/13/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/13/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/13/status"",""/protocolSection/contactsLocationsModule/locations/14/city"",""/protocolSection/contactsLocationsModule/locations/14/contacts"",""/protocolSection/contactsLocationsModule/locations/14/facility"",""/protocolSection/contactsLocationsModule/locations/14/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/14/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/14/status"",""/protocolSection/contactsLocationsModule/locations/15/city"",""/protocolSection/contactsLocationsModule/locations/15/contacts"",""/protocolSection/contactsLocationsModule/locations/15/facility"",""/protocolSection/contactsLocationsModule/locations/15/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/15/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/15/status"",""/protocolSection/contactsLocationsModule/locations/16/city"",""/protocolSection/contactsLocationsModule/locations/16/contacts"",""/protocolSection/contactsLocationsModule/locations/16/facility"",""/protocolSection/contactsLocationsModule/locations/16/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/16/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/16/status"",""/protocolSection/contactsLocationsModule/locations/17/city"",""/protocolSection/contactsLocationsModule/locations/17/contacts"",""/protocolSection/contactsLocationsModule/locations/17/facility"",""/protocolSection/contactsLocationsModule/locations/17/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/17/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/17/status"",""/protocolSection/contactsLocationsModule/locations/18/contacts"",""/protocolSection/contactsLocationsModule/locations/18/facility"",""/protocolSection/contactsLocationsModule/locations/18/status"",""/protocolSection/contactsLocationsModule/locations/19/city"",""/protocolSection/contactsLocationsModule/locations/19/contacts"",""/protocolSection/contactsLocationsModule/locations/19/facility"",""/protocolSection/contactsLocationsModule/locations/19/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/19/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/19/status"",""/protocolSection/contactsLocationsModule/locations/2/contacts"",""/protocolSection/contactsLocationsModule/locations/2/status"",""/protocolSection/contactsLocationsModule/locations/20/city"",""/protocolSection/contactsLocationsModule/locations/20/facility"",""/protocolSection/contactsLocationsModule/locations/20/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/20/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/20/status"",""/protocolSection/contactsLocationsModule/locations/21/city"",""/protocolSection/contactsLocationsModule/locations/21/facility"",""/protocolSection/contactsLocationsModule/locations/21/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/21/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/21/status"",""/protocolSection/contactsLocationsModule/locations/22/city"",""/protocolSection/contactsLocationsModule/locations/22/contacts"",""/protocolSection/contactsLocationsModule/locations/22/facility"",""/protocolSection/contactsLocationsModule/locations/22/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/22/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/22/status"",""/protocolSection/contactsLocationsModule/locations/23/city"",""/protocolSection/contactsLocationsModule/locations/23/contacts"",""/protocolSection/contactsLocationsModule/locations/23/facility"",""/protocolSection/contactsLocationsModule/locations/23/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/23/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/23/status"",""/protocolSection/contactsLocationsModule/locations/24/city"",""/protocolSection/contactsLocationsModule/locations/24/contacts"",""/protocolSection/contactsLocationsModule/locations/24/facility"",""/protocolSection/contactsLocationsModule/locations/24/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/24/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/24/status"",""/protocolSection/contactsLocationsModule/locations/25/city"",""/protocolSection/contactsLocationsModule/locations/25/contacts"",""/protocolSection/contactsLocationsModule/locations/25/facility"",""/protocolSection/contactsLocationsModule/locations/25/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/25/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/25/status"",""/protocolSection/contactsLocationsModule/locations/26/city"",""/protocolSection/contactsLocationsModule/locations/26/contacts"",""/protocolSection/contactsLocationsModule/locations/26/facility"",""/protocolSection/contactsLocationsModule/locations/26/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/26/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/26/status"",""/protocolSection/contactsLocationsModule/locations/27/city"",""/protocolSection/contactsLocationsModule/locations/27/contacts"",""/protocolSection/contactsLocationsModule/locations/27/facility"",""/protocolSection/contactsLocationsModule/locations/27/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/27/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/27/status"",""/protocolSection/contactsLocationsModule/locations/28/city"",""/protocolSection/contactsLocationsModule/locations/28/contacts"",""/protocolSection/contactsLocationsModule/locations/28/facility"",""/protocolSection/contactsLocationsModule/locations/28/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/28/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/28/status"",""/protocolSection/contactsLocationsModule/locations/29/city"",""/protocolSection/contactsLocationsModule/locations/29/contacts"",""/protocolSection/contactsLocationsModule/locations/29/facility"",""/protocolSection/contactsLocationsModule/locations/29/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/29/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/29/status"",""/protocolSection/contactsLocationsModule/locations/3/contacts"",""/protocolSection/contactsLocationsModule/locations/3/status"",""/protocolSection/contactsLocationsModule/locations/30/city"",""/protocolSection/contactsLocationsModule/locations/30/contacts"",""/protocolSection/contactsLocationsModule/locations/30/facility"",""/protocolSection/contactsLocationsModule/locations/30/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/30/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/30/status"",""/protocolSection/contactsLocationsModule/locations/31/city"",""/protocolSection/contactsLocationsModule/locations/31/contacts"",""/protocolSection/contactsLocationsModule/locations/31/facility"",""/protocolSection/contactsLocationsModule/locations/31/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/31/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/31/status"",""/protocolSection/contactsLocationsModule/locations/32/city"",""/protocolSection/contactsLocationsModule/locations/32/contacts"",""/protocolSection/contactsLocationsModule/locations/32/facility"",""/protocolSection/contactsLocationsModule/locations/32/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/32/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/32/status"",""/protocolSection/contactsLocationsModule/locations/33/city"",""/protocolSection/contactsLocationsModule/locations/33/contacts"",""/protocolSection/contactsLocationsModule/locations/33/facility"",""/protocolSection/contactsLocationsModule/locations/33/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/33/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/33/status"",""/protocolSection/contactsLocationsModule/locations/34/city"",""/protocolSection/contactsLocationsModule/locations/34/contacts"",""/protocolSection/contactsLocationsModule/locations/34/facility"",""/protocolSection/contactsLocationsModule/locations/34/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/34/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/34/status"",""/protocolSection/contactsLocationsModule/locations/35/city"",""/protocolSection/contactsLocationsModule/locations/35/contacts"",""/protocolSection/contactsLocationsModule/locations/35/facility"",""/protocolSection/contactsLocationsModule/locations/35/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/35/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/35/status"",""/protocolSection/contactsLocationsModule/locations/36/city"",""/protocolSection/contactsLocationsModule/locations/36/contacts"",""/protocolSection/contactsLocationsModule/locations/36/facility"",""/protocolSection/contactsLocationsModule/locations/36/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/36/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/36/status"",""/protocolSection/contactsLocationsModule/locations/37/contacts"",""/protocolSection/contactsLocationsModule/locations/37/facility"",""/protocolSection/contactsLocationsModule/locations/37/status"",""/protocolSection/contactsLocationsModule/locations/38/contacts"",""/protocolSection/contactsLocationsModule/locations/38/facility"",""/protocolSection/contactsLocationsModule/locations/38/status"",""/protocolSection/contactsLocationsModule/locations/39/contacts"",""/protocolSection/contactsLocationsModule/locations/39/facility"",""/protocolSection/contactsLocationsModule/locations/39/status"",""/protocolSection/contactsLocationsModule/locations/4/status"",""/protocolSection/contactsLocationsModule/locations/40/city"",""/protocolSection/contactsLocationsModule/locations/40/facility"",""/protocolSection/contactsLocationsModule/locations/40/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/40/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/40/status"",""/protocolSection/contactsLocationsModule/locations/41/city"",""/protocolSection/contactsLocationsModule/locations/41/contacts"",""/protocolSection/contactsLocationsModule/locations/41/facility"",""/protocolSection/contactsLocationsModule/locations/41/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/41/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/41/status"",""/protocolSection/contactsLocationsModule/locations/42/contacts"",""/protocolSection/contactsLocationsModule/locations/42/facility"",""/protocolSection/contactsLocationsModule/locations/42/status"",""/protocolSection/contactsLocationsModule/locations/43/city"",""/protocolSection/contactsLocationsModule/locations/43/contacts"",""/protocolSection/contactsLocationsModule/locations/43/facility"",""/protocolSection/contactsLocationsModule/locations/43/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/43/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/43/status"",""/protocolSection/contactsLocationsModule/locations/44/city"",""/protocolSection/contactsLocationsModule/locations/44/contacts"",""/protocolSection/contactsLocationsModule/locations/44/facility"",""/protocolSection/contactsLocationsModule/locations/44/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/44/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/44/status"",""/protocolSection/contactsLocationsModule/locations/45/city"",""/protocolSection/contactsLocationsModule/locations/45/contacts"",""/protocolSection/contactsLocationsModule/locations/45/facility"",""/protocolSection/contactsLocationsModule/locations/45/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/45/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/45/status"",""/protocolSection/contactsLocationsModule/locations/46/contacts"",""/protocolSection/contactsLocationsModule/locations/46/facility"",""/protocolSection/contactsLocationsModule/locations/46/status"",""/protocolSection/contactsLocationsModule/locations/47/city"",""/protocolSection/contactsLocationsModule/locations/47/contacts"",""/protocolSection/contactsLocationsModule/locations/47/facility"",""/protocolSection/contactsLocationsModule/locations/47/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/47/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/47/status"",""/protocolSection/contactsLocationsModule/locations/48/city"",""/protocolSection/contactsLocationsModule/locations/48/contacts"",""/protocolSection/contactsLocationsModule/locations/48/facility"",""/protocolSection/contactsLocationsModule/locations/48/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/48/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/48/status"",""/protocolSection/contactsLocationsModule/locations/49/city"",""/protocolSection/contactsLocationsModule/locations/49/contacts"",""/protocolSection/contactsLocationsModule/locations/49/facility"",""/protocolSection/contactsLocationsModule/locations/49/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/49/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/49/status"",""/protocolSection/contactsLocationsModule/locations/5/contacts"",""/protocolSection/contactsLocationsModule/locations/5/facility"",""/protocolSection/contactsLocationsModule/locations/5/status"",""/protocolSection/contactsLocationsModule/locations/50/city"",""/protocolSection/contactsLocationsModule/locations/50/contacts"",""/protocolSection/contactsLocationsModule/locations/50/facility"",""/protocolSection/contactsLocationsModule/locations/50/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/50/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/50/status"",""/protocolSection/contactsLocationsModule/locations/51"",""/protocolSection/contactsLocationsModule/locations/6/contacts"",""/protocolSection/contactsLocationsModule/locations/6/facility"",""/protocolSection/contactsLocationsModule/locations/6/status"",""/protocolSection/contactsLocationsModule/locations/7/city"",""/protocolSection/contactsLocationsModule/locations/7/contacts"",""/protocolSection/contactsLocationsModule/locations/7/facility"",""/protocolSection/contactsLocationsModule/locations/7/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/7/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/7/status"",""/protocolSection/contactsLocationsModule/locations/8/city"",""/protocolSection/contactsLocationsModule/locations/8/contacts"",""/protocolSection/contactsLocationsModule/locations/8/facility"",""/protocolSection/contactsLocationsModule/locations/8/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/8/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/8/status"",""/protocolSection/contactsLocationsModule/locations/9/city"",""/protocolSection/contactsLocationsModule/locations/9/contacts"",""/protocolSection/contactsLocationsModule/locations/9/facility"",""/protocolSection/contactsLocationsModule/locations/9/geoPoint/lat"",""/protocolSection/contactsLocationsModule/locations/9/geoPoint/lon"",""/protocolSection/contactsLocationsModule/locations/9/status"",""/protocolSection/statusModule/completionDateStruct/date"",""/protocolSection/statusModule/lastUpdatePostDateStruct/date"",""/protocolSection/statusModule/lastUpdateSubmitDate"",""/protocolSection/statusModule/overallStatus"",""/protocolSection/statusModule/primaryCompletionDateStruct/date"",""/protocolSection/statusModule/statusVerifiedDate""]|983476c04bb3f8903c2c2205d80b1903bb7f5bc4bfa482d4735db26cc96e384a",medium,NCT03820063,6,7,2021-07-22,timeline_shift,,3e99c15a43c52a586a2808a7d25ec690c129fb9969fe033423f701daa358f177,4
